Genome ID,Antibiotic Ciprofloxacin,Measurement Value Ciprofloxacin,Resistance Phenotype Ciprofloxacin,Antibiotic Gentamicin,Measurement Value Gentamicin,Resistance Phenotype Gentamicin,Antibiotic Meropenem,Measurement Value Meropenem,Resistance Phenotype Meropenem
72407.2307,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2644,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2171,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2318,ciprofloxacin,0.25,Susceptible,gentamicin,2.0,Susceptible,meropenem,4.0,Resistant
72407.2408,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66363,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,16.0,Resistant
573.66364,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,16.0,Resistant
573.54649,ciprofloxacin,1.0,Resistant,gentamicin,2.0,Susceptible,meropenem,8.0,Resistant
72407.2545,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2641,ciprofloxacin,2.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.66374,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
72407.2933,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66092,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2588,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.242,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.53747,ciprofloxacin,1.0,Resistant,gentamicin,2.0,Susceptible,meropenem,8.0,Resistant
72407.2627,ciprofloxacin,0.25,Susceptible,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.66371,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
72407.2607,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66299,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
573.6623,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2789,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.6628,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,1.0,Susceptible
72407.2248,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66461,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2201,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.266,ciprofloxacin,0.25,Susceptible,gentamicin,2.0,Susceptible,meropenem,8.0,Resistant
573.66408,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
72407.2206,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66418,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
72407.2463,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2485,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,8.0,Resistant
72407.2254,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66496,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
573.66519,ciprofloxacin,1.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.6642,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.66486,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.65924,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.65993,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,8.0,Resistant
573.66254,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
573.65973,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2926,ciprofloxacin,2.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.6591,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2225,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.65981,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2903,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2662,ciprofloxacin,2.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66336,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
72407.2402,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2685,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,8.0,Resistant
72407.2481,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,8.0,Resistant
72407.2493,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66478,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
72407.2931,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2194,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2183,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.65904,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2709,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.294,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2655,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.65972,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,4.0,Resistant
573.65928,ciprofloxacin,0.25,Susceptible,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.67689,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
574.11,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.66398,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
573.56109,ciprofloxacin,2.0,Resistant,gentamicin,2.0,Susceptible,meropenem,8.0,Resistant
573.66278,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2362,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66036,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.66526,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
573.65947,ciprofloxacin,0.25,Susceptible,gentamicin,2.0,Susceptible,meropenem,0.5,Susceptible
72407.2683,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
574.76,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2536,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66222,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
72407.2585,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.67687,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,2.0,Susceptible
72407.2806,ciprofloxacin,2.0,Resistant,gentamicin,4.0,Resistant,meropenem,0.5,Susceptible
72407.2531,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.6595,ciprofloxacin,2.0,Resistant,gentamicin,1.0,Susceptible,meropenem,8.0,Resistant
72407.2756,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.66452,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2664,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.67681,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.663,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
72407.2859,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.248,ciprofloxacin,2.0,Resistant,gentamicin,1.0,Susceptible,meropenem,4.0,Resistant
573.66057,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2389,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66357,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.66511,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
573.65982,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2273,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2944,ciprofloxacin,1.0,Resistant,gentamicin,4.0,Resistant,meropenem,4.0,Resistant
573.66313,ciprofloxacin,4.0,Resistant,gentamicin,4.0,Resistant,meropenem,16.0,Resistant
573.65938,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.664,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2494,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2962,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,1.0,Susceptible
573.66353,ciprofloxacin,4.0,Resistant,gentamicin,4.0,Resistant,meropenem,16.0,Resistant
72407.2312,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,4.0,Resistant
72407.2522,ciprofloxacin,0.25,Susceptible,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.292,ciprofloxacin,2.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.66263,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
573.66427,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
573.66469,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.65911,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66532,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.65907,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66319,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
573.6636,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
573.66091,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2432,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
574.7,ciprofloxacin,2.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2383,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2292,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2615,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2265,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.66528,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
72407.2385,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,2.0,Susceptible
72407.2757,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.273,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66471,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.25,Susceptible
72407.2751,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2625,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,4.0,Resistant
573.65994,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,1.0,Susceptible
72407.2611,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66379,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.66304,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
573.66516,ciprofloxacin,1.0,Resistant,gentamicin,16.0,Resistant,meropenem,0.25,Susceptible
72407.2593,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66235,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.66033,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66044,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,8.0,Resistant
573.66276,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2509,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2871,ciprofloxacin,1.0,Resistant,gentamicin,2.0,Susceptible,meropenem,0.5,Susceptible
574.67,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,1.0,Susceptible
573.65944,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2434,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2336,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2792,ciprofloxacin,0.25,Susceptible,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2215,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66571,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,2.0,Susceptible
72407.2582,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66001,ciprofloxacin,1.0,Resistant,gentamicin,2.0,Susceptible,meropenem,8.0,Resistant
573.66477,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2671,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2306,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.65955,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.66094,ciprofloxacin,1.0,Resistant,gentamicin,2.0,Susceptible,meropenem,0.5,Susceptible
573.66396,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.66385,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
72407.252,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2762,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
574.104,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.66404,ciprofloxacin,4.0,Resistant,gentamicin,2.0,Susceptible,meropenem,16.0,Resistant
573.66444,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
72407.2807,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,4.0,Resistant
573.66525,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.66473,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2332,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,1.0,Susceptible
573.66412,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
573.66046,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,1.0,Susceptible
573.66343,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
72407.2226,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66491,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
573.66271,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2663,ciprofloxacin,0.25,Susceptible,gentamicin,2.0,Susceptible,meropenem,4.0,Resistant
573.66344,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
72407.2426,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2398,ciprofloxacin,2.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.65906,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,1.0,Susceptible
573.66547,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
573.66494,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.25,Susceptible
573.66454,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
72407.225,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2429,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2309,ciprofloxacin,2.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2925,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66009,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66366,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
573.65952,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2675,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2443,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2291,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2815,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66393,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
72407.2676,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.6598,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.258,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2654,ciprofloxacin,0.25,Susceptible,gentamicin,2.0,Susceptible,meropenem,2.0,Susceptible
574.66,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66285,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2744,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66023,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66413,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.65989,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66359,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2189,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.219,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66295,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2218,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2864,ciprofloxacin,1.0,Resistant,gentamicin,2.0,Susceptible,meropenem,0.5,Susceptible
573.66062,ciprofloxacin,2.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66239,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,16.0,Resistant
72407.2748,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66045,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.65963,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2484,ciprofloxacin,2.0,Resistant,gentamicin,1.0,Susceptible,meropenem,1.0,Susceptible
573.66541,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.2639,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2661,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.277,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,4.0,Resistant
72407.2863,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.6655,ciprofloxacin,1.0,Resistant,gentamicin,16.0,Resistant,meropenem,0.25,Susceptible
72407.2657,ciprofloxacin,0.25,Susceptible,gentamicin,2.0,Susceptible,meropenem,8.0,Resistant
573.66559,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.25,Susceptible
573.66014,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,8.0,Resistant
72407.2517,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2475,ciprofloxacin,2.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2857,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2854,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66435,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.6601,ciprofloxacin,4.0,Resistant,gentamicin,4.0,Resistant,meropenem,8.0,Resistant
72407.2483,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,2.0,Susceptible
72407.2538,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.5,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,2.0,Susceptible
573.66422,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
72407.2853,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2282,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2343,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2779,ciprofloxacin,2.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2847,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.67694,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2843,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.66252,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,4.0,Resistant
72407.2479,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,8.0,Resistant
573.50741,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,16.0,Resistant
573.66546,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
573.66282,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.254,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.227,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
574.105,ciprofloxacin,0.25,Susceptible,gentamicin,4.0,Resistant,meropenem,8.0,Resistant
574.12,ciprofloxacin,1.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
72407.2739,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.66529,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
573.66492,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.25,Susceptible
573.66468,ciprofloxacin,4.0,Resistant,gentamicin,16.0,Resistant,meropenem,16.0,Resistant
72407.262,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
72407.2682,ciprofloxacin,1.0,Resistant,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
573.6649,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
573.66082,ciprofloxacin,4.0,Resistant,gentamicin,8.0,Resistant,meropenem,0.5,Susceptible
573.66224,ciprofloxacin,4.0,Resistant,gentamicin,1.0,Susceptible,meropenem,16.0,Resistant
72407.2345,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
574.114,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,4.0,Resistant
72407.2873,ciprofloxacin,0.25,Susceptible,gentamicin,1.0,Susceptible,meropenem,0.5,Susceptible
